epoch,lr-Adam,lr-Adam-1,step,tran/train/disc_loss,tran/train/logits_fake,tran/train/logits_real
0,,,112,0.0,108.224609375,110.2236099243164
0,,,113,0.0,107.53404998779297,130.0011749267578
0,,,114,0.0,103.90135955810547,140.68728637695312
0,,,115,0.0,112.33531951904297,119.8055648803711
0,,,116,0.0,109.63143920898438,115.09539031982422
0,,,117,0.0,102.8958511352539,112.60597229003906
0,,,118,0.0,106.96878814697266,110.29794311523438
0,,,119,0.0,98.90848541259766,122.65677642822266
0,,,120,0.0,106.89920043945312,135.88636779785156
0,,,121,0.0,104.22804260253906,133.84158325195312
0,,,122,0.0,110.86502075195312,133.2739715576172
0,,,123,0.0,98.48970031738281,104.52848815917969
0,,,124,0.0,94.85302734375,106.86161041259766
0,,,125,0.0,108.75222778320312,117.73176574707031
0,,,126,0.0,103.0406494140625,128.12869262695312
0,,,127,0.0,106.9125747680664,111.6976318359375
0,,,128,0.0,100.46609497070312,123.79949951171875
0,,,129,0.0,109.57752990722656,128.89340209960938
0,,,130,0.0,111.22123718261719,138.05068969726562
0,,,131,0.0,109.06338500976562,126.94479370117188
