epoch,lr-Adam,lr-Adam-1,step,train/disc_loss,train/logits_fake,train/logits_real
0,,,90,0.0,109.92927551269531,130.68736267089844
0,,,91,0.0,108.37752532958984,115.15770721435547
0,,,92,0.0,114.48167419433594,113.56166076660156
0,,,93,0.0,111.85093688964844,121.86349487304688
0,,,94,0.0,103.10026550292969,134.5758056640625
0,,,95,0.0,119.964111328125,129.2265625
0,,,96,0.0,122.12000274658203,139.60897827148438
0,,,97,0.0,101.19413757324219,118.60031127929688
0,,,98,0.0,107.09071350097656,123.49543762207031
0,,,99,0.0,120.74398040771484,126.9378662109375
0,,,100,0.0,105.77330780029297,129.23435974121094
0,,,101,0.0,108.39075469970703,116.97486114501953
0,,,102,0.0,95.10822296142578,140.0564422607422
0,,,103,0.0,113.85872650146484,114.50691223144531
0,,,104,0.0,119.1145248413086,106.94905090332031
0,,,105,0.0,103.21292114257812,144.69500732421875
0,,,106,0.0,107.01119232177734,118.31146240234375
0,,,107,0.0,122.08268737792969,126.74080657958984
0,,,108,0.0,105.6915054321289,106.38570404052734
0,,,109,0.0,106.28314971923828,107.27944946289062
0,,,110,0.0,113.83684539794922,124.63204193115234
0,,,111,0.0,102.05140686035156,116.80754852294922
0,,,112,0.0,107.49433898925781,127.82493591308594
0,,,113,0.0,100.77973937988281,139.0131072998047
0,,,114,0.0,107.3093032836914,120.55533599853516
0,,,115,0.0,114.63175201416016,125.23152160644531
0,,,116,0.0,121.58903503417969,134.30828857421875
0,,,117,0.0,115.45685577392578,129.85755920410156
0,,,118,0.0,107.5523452758789,135.96478271484375
0,,,119,0.0,127.5496826171875,146.9394073486328
0,,,120,0.0,125.04149627685547,150.82102966308594
0,,,121,0.0,106.91706848144531,142.19329833984375
0,,,122,0.0,116.6383285522461,131.69171142578125
0,,,123,0.0,115.77613067626953,141.46527099609375
0,,,124,0.0,103.97051239013672,142.75631713867188
0,,,125,0.0,118.83442687988281,139.40211486816406
0,,,126,0.0,110.40335845947266,128.27569580078125
0,,,127,0.0,118.81661987304688,126.51860809326172
0,,,128,0.0,119.12321472167969,123.8680648803711
0,,,129,0.0,122.05638122558594,139.45509338378906
0,,,130,0.0,121.34693145751953,118.69780731201172
0,,,131,0.0,113.06167602539062,117.62677001953125
